"","site_name","human_use","count_height","egg_count_index","egg_count","egg_count_index_1","caterpillar_count","site_name_1","human_use_1","eggs_ground","eggs_mid_tree","eggs_upper_tree"
"1009","L04","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1010","L04","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1011","L04","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1012","L04","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1013","L04","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1014","L04","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1015","L04","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1016","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1017","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1018","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1019","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1020","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1021","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1022","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1023","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1024","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1025","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1026","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1027","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1028","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1029","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1030","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1031","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1032","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1033","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1034","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1035","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1036","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1037","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1038","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1039","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1040","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1041","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1042","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1043","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1044","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1045","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1046","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1047","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1048","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1049","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1050","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1051","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1052","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1053","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1054","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1055","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1056","L04","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1057","L04","Low","medium",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1058","L04","Low","medium",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1059","L04","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1060","L04","Low","medium",2.5,"low",2.5,"low",NA,NA,NA,NA,NA
"1061","L04","Low","medium",2.5,"low",2.5,"low",NA,NA,NA,NA,NA
"1062","L04","Low","medium",2.5,"low",2.5,"low",NA,NA,NA,NA,NA
"1063","L04","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1064","L04","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1065","L04","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1066","L04","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1067","L04","Low","medium",7.5,"medium",7.5,"0",NA,NA,NA,NA,NA
"1068","L04","Low","medium",7.5,"medium",7.5,"0",NA,NA,NA,NA,NA
"1069","L04","Low","medium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1071","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1072","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1073","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1074","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1075","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1076","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1077","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1078","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1079","L04","Low","medium",NA,NA,NA,"medium",NA,NA,NA,NA,NA
"1080","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1081","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1082","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1083","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1084","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1085","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1086","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1087","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1088","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1089","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1090","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1091","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1092","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1093","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1094","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1095","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1096","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1097","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1098","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1099","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1100","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1101","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1102","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1103","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1104","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1105","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1106","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1107","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1108","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1109","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1110","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1111","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1112","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1113","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1114","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1115","L04","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1116","L04","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1117","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1118","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1119","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1120","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1121","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1122","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1123","L04","Low","medium",0,"0",0,"medium",NA,NA,NA,NA,NA
"1124","L04","Low","medium",0,"0",0,"low",NA,NA,NA,NA,NA
"1125","L04","Low","medium",0,"0",0,"low",NA,NA,NA,NA,NA
"1126","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1127","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1128","L04","Low","medium",0,"0",0,"low",NA,NA,NA,NA,NA
"1129","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1130","L04","Low","medium",0,"0",0,"low",NA,NA,NA,NA,NA
"1131","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1132","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1133","L04","Low","medium",0,"0",0,"low",NA,NA,NA,NA,NA
"1134","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1135","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1136","L04","Low","medium",0,"0",0,"low",NA,NA,NA,NA,NA
"1137","L04","Low","medium",0,"0",0,"low",NA,NA,NA,NA,NA
"1138","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1139","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1140","L04","Low","medium",0,"0",0,"low",NA,NA,NA,NA,NA
"1141","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1142","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1143","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1144","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1145","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1146","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1147","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1148","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1149","L04","Low","medium",0,"0",0,"low",NA,NA,NA,NA,NA
"1150","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1151","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1152","L04","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1153","L05","Low","high",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1154","L05","Low","high",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1155","L05","Low","high",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1156","L05","Low","high",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1157","L05","Low","high",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1158","L05","Low","high",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1159","L05","Low","high",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1160","L05","Low","high",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1161","L05","Low","high",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1162","L05","Low","high",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1163","L05","Low","high",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1164","L05","Low","high",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1165","L05","Low","high",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1166","L05","Low","high",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1167","L05","Low","high",2.5,"low",2.5,"low",NA,NA,NA,NA,NA
"1168","L05","Low","high",7.5,"medium",7.5,"0",NA,NA,NA,NA,NA
"1169","L05","Low","high",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1170","L05","Low","high",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1171","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1172","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1173","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1174","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1175","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1176","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1177","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1178","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1179","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1180","L05","Low","high",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1181","L05","Low","high",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1182","L05","Low","high",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1183","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1184","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1185","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1186","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1187","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1188","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1189","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1190","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1191","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1192","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1193","L05","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1194","L05","Low","high",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1195","L05","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1196","L05","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1197","L05","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1198","L05","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1199","L05","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1200","L05","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1201","L05","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1202","L05","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1203","L05","Low","low",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1204","L05","Low","low",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1205","L05","Low","low",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1206","L05","Low","low",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1207","L05","Low","low",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1208","L05","Low","low",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1209","L05","Low","low",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1210","L05","Low","low",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1211","L05","Low","low",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1212","L05","Low","low",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1213","L05","Low","low",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1214","L05","Low","low",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1215","L05","Low","low",7.5,"medium",7.5,"0",NA,NA,NA,NA,NA
"1216","L05","Low","low",7.5,"medium",7.5,"0",NA,NA,NA,NA,NA
"1217","L05","Low","low",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1218","L05","Low","low",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1219","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1220","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1221","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1222","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1223","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1224","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1225","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1226","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1227","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1228","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1229","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1230","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1231","L05","Low","low",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1232","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1233","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1234","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1235","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1236","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1237","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1238","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1239","L05","Low","low",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1240","L05","Low","low",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1241","L05","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1242","L05","Low","low",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1243","L05","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1244","L05","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1245","L05","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1246","L05","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1247","L05","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1248","L05","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1249","L05","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1250","L05","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1251","L05","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1252","L05","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1253","L05","Low","medium",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1254","L05","Low","medium",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1255","L05","Low","medium",12.5,"high",12.5,"low",NA,NA,NA,NA,NA
"1256","L05","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1257","L05","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1258","L05","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1259","L05","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1260","L05","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1261","L05","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1262","L05","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1263","L05","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1264","L05","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1265","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1266","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1267","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1268","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1269","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1270","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1271","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1272","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1273","L05","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1274","L05","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1275","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1276","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1277","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1278","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1279","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1280","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1281","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1282","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1283","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1284","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1285","L05","Low","medium",NA,NA,NA,"low",NA,NA,NA,NA,NA
"1286","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1287","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1288","L05","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1289","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1290","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1291","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1292","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1293","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1294","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1295","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1296","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1297","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1298","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1299","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1300","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1301","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1302","L05","Low","medium",0,"0",0,"0",NA,NA,NA,NA,NA
"1303","L06","Low","high",12.5,"high",12.5,"0",NA,NA,NA,NA,NA
"1304","L06","Low","high",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1305","L06","Low","high",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1306","L06","Low","high",2.5,"low",2.5,"high",NA,NA,NA,NA,NA
"1307","L06","Low","high",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1308","L06","Low","high",7.5,"medium",7.5,"0",NA,NA,NA,NA,NA
"1309","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1310","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1311","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1312","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1313","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1314","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1315","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1316","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1317","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1318","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1319","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1320","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1321","L06","Low","high",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1322","L06","Low","high",0,"0",0,"low",NA,NA,NA,NA,NA
"1323","L06","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1324","L06","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1325","L06","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1326","L06","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1327","L06","Low","high",0,"0",0,"low",NA,NA,NA,NA,NA
"1328","L06","Low","high",0,"0",0,"0",NA,NA,NA,NA,NA
"1329","L06","Low","low",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1330","L06","Low","low",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1331","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1332","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1333","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1334","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1335","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1336","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1337","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1338","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1339","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1340","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1341","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1342","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1343","L06","Low","low",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1344","L06","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1345","L06","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1346","L06","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1347","L06","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1348","L06","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1349","L06","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1350","L06","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1351","L06","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1352","L06","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1353","L06","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1354","L06","Low","low",0,"0",0,"0",NA,NA,NA,NA,NA
"1355","L06","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1356","L06","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1357","L06","Low","medium",2.5,"low",2.5,"0",NA,NA,NA,NA,NA
"1358","L06","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1359","L06","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1360","L06","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1361","L06","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1362","L06","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
"1363","L06","Low","medium",NA,NA,NA,"0",NA,NA,NA,NA,NA
