Site Name,Human Use,Count Height,Egg Count Index,Egg Count,Egg Count Index,Caterpillar Count,,Site Name,Human Use,EggsGround,EggsMidTree,EggsUpperTree,,,,
L017,Low,low,,no entry,,none,,,,,,,,,,
L017,Low,low,,no entry,,none,,,,,,,,,,
L017,Low,low,,no entry,,none,,,,,,,,,,
L017,Low,low,,no entry,,none,,,,,,,,,,
L017,Low,low,0,none,0,none,,,,,,,,,,
L017,Low,low,0,none,0,none,,,,,,,,,,
L017,Low,low,0,none,0,none,,,,,,,,,,
L017,Low,low,0,none,0,none,,,,,,,,,,
L017,Low,low,0,none,0,none,,,,,,,,,,
L017,Low,low,0,none,0,none,,,,,,,,,,
L017,Low,low,0,none,0,none,,,,,,,,,,
L017,Low,low,0,none,0,none,,,,,,,,,,
L017,Low,low,0,none,0,none,,,,,,,,,,
L017,Low,low,0,none,0,none,,,,,,,,,,
L017,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L017,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L017,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L017,Low,medium,2.5,low,2.5,low,,,,,,,,,,
L017,Low,medium,7.5,medium,7.5,low,,,,,,,,,,
L017,Low,medium,7.5,medium,7.5,none,,,,,,,,,,
L017,Low,medium,7.5,medium,7.5,low,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,low,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,low,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,,no entry,,none,,,,,,,,,,
L017,Low,medium,0,none,0,none,,,,,,,,,,
L017,Low,medium,0,none,0,none,,,,,,,,,,
L017,Low,medium,0,none,0,none,,,,,,,,,,
L017,Low,medium,0,none,0,none,,,,,,,,,,
L017,Low,medium,0,none,0,none,,,,,,,,,,
L017,Low,medium,0,none,0,none,,,,,,,,,,
L017,Low,medium,0,none,0,high,,,,,,,,,,
L02,Low,high,12.5,high,12.5,none,,,,,,,,,,
L02,Low,high,12.5,high,12.5,high,,,,,,,,,,
L02,Low,high,12.5,high,12.5,none,,,,,,,,,,
L02,Low,high,12.5,high,12.5,medium,,,,,,,,,,
L02,Low,high,12.5,high,12.5,medium,,,,,,,,,,
L02,Low,high,12.5,high,12.5,none,,,,,,,,,,
L02,Low,high,12.5,high,12.5,none,,,,,,,,,,
L02,Low,high,12.5,high,12.5,none,,,,,,,,,,
L02,Low,high,2.5,low,2.5,high,,,,,,,,,,
L02,Low,high,2.5,low,2.5,none,,,,,,,,,,
L02,Low,high,7.5,medium,7.5,medium,,,,,,,,,,
L02,Low,high,,no entry,,medium,,,,,,,,,,
L02,Low,high,,no entry,,low,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,low,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,medium,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,low,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,,no entry,,low,,,,,,,,,,
L02,Low,high,,no entry,,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,no entry,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,high,0,none,0,none,,,,,,,,,,
L02,Low,low,2.5,low,2.5,none,,,,,,,,,,
L02,Low,low,2.5,low,2.5,none,,,,,,,,,,
L02,Low,low,2.5,low,2.5,none,,,,,,,,,,
L02,Low,low,2.5,low,2.5,none,,,,,,,,,,
L02,Low,low,2.5,low,2.5,none,,,,,,,,,,
L02,Low,low,2.5,low,2.5,none,,,,,,,,,,
L02,Low,low,2.5,low,2.5,none,,,,,,,,,,
L02,Low,low,2.5,low,2.5,none,,,,,,,,,,
L02,Low,low,2.5,low,2.5,none,,,,,,,,,,
L02,Low,low,7.5,medium,7.5,low,,,,,,,,,,
L02,Low,low,,no entry,,low,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,,no entry,,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,no entry,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,low,0,none,0,none,,,,,,,,,,
L02,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L02,Low,medium,2.5,low,2.5,medium,,,,,,,,,,
L02,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L02,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L02,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L02,Low,medium,7.5,medium,7.5,none,,,,,,,,,,
L02,Low,medium,,no entry,,low,,,,,,,,,,
L02,Low,medium,,no entry,,medium,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,low,,,,,,,,,,
L02,Low,medium,,no entry,,low,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,low,,,,,,,,,,
L02,Low,medium,,no entry,,low,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,,no entry,,none,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,none ,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,no entry,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,low,,,,,,,,,,
L02,Low,medium,0,none,0,medium,,,,,,,,,,
L02,Low,medium,0,none,0,low,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,low,,,,,,,,,,
L02,Low,medium,0,none,0,low,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L02,Low,medium,0,none,0,low,,,,,,,,,,
L02,Low,medium,0,none,0,none,,,,,,,,,,
L03,Low,high,12.5,high,12.5,none,,,,,,,,,,
L03,Low,high,2.5,low,2.5,none,,,,,,,,,,
L03,Low,high,2.5,low,2.5,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,,no entry,,none,,,,,,,,,,
L03,Low,high,0,none,0,none,,,,,,,,,,
L03,Low,high,0,none,0,medium,,,,,,,,,,
L03,Low,high,0,none,0,none,,,,,,,,,,
L03,Low,high,0,none,0,none,,,,,,,,,,
L03,Low,high,0,none,0,none,,,,,,,,,,
L03,Low,high,0,none,0,none,,,,,,,,,,
L03,Low,high,0,none,0,none,,,,,,,,,,
L03,Low,high,0,none,0,none,,,,,,,,,,
L03,Low,high,0,none,0,none,,,,,,,,,,
L03,Low,high,0,none,0,none,,,,,,,,,,
L03,Low,high,0,none,0,none,,,,,,,,,,
L03,Low,high,0,none,0,none,,,,,,,,,,
L03,Low,low,12.5,high,12.5,none,,,,,,,,,,
L03,Low,low,2.5,low,2.5,none,,,,,,,,,,
L03,Low,low,2.5,low,2.5,none,,,,,,,,,,
L03,Low,low,2.5,low,2.5,none,,,,,,,,,,
L03,Low,low,2.5,low,2.5,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,low,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,,no entry,,none,,,,,,,,,,
L03,Low,low,0,none,0,none,,,,,,,,,,
L03,Low,low,0,none,0,none,,,,,,,,,,
L03,Low,low,0,none,0,none,,,,,,,,,,
L03,Low,low,0,none,0,none,,,,,,,,,,
L03,Low,low,0,none,0,none,,,,,,,,,,
L03,Low,low,0,none,0,none,,,,,,,,,,
L03,Low,low,0,none,0,none,,,,,,,,,,
L03,Low,low,0,none,0,none,,,,,,,,,,
L03,Low,low,0,none,0,none,,,,,,,,,,
L03,Low,low,0,none,0,none,,,,,,,,,,
L03,Low,medium,2.5,low,2.5,low,,,,,,,,,,
L03,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L03,Low,medium,7.5,medium,7.5,none,,,,,,,,,,
L03,Low,medium,7.5,medium,7.5,low,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,,no entry,,none,,,,,,,,,,
L03,Low,medium,0,none,0,none,,,,,,,,,,
L03,Low,medium,0,none,0,none,,,,,,,,,,
L03,Low,medium,0,none,0,none,,,,,,,,,,
L03,Low,medium,0,none,0,none,,,,,,,,,,
L03,Low,medium,0,none,0,none,,,,,,,,,,
L03,Low,medium,0,none,0,none,,,,,,,,,,
L03,Low,medium,0,none,0,none,,,,,,,,,,
L03,Low,medium,0,none,0,none,,,,,,,,,,
L03,Low,medium,0,none,0,none,,,,,,,,,,
L03,Low,medium,0,none,0,none,,,,,,,,,,
L03,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,low,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,high,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,low,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L03 ,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,high,12.5,high,12.5,none,,,,,,,,,,
L04,Low,high,12.5,high,12.5,low,,,,,,,,,,
L04,Low,high,12.5,high,12.5,none,,,,,,,,,,
L04,Low,high,12.5,high,12.5,none,,,,,,,,,,
L04,Low,high,12.5,high,12.5,none,,,,,,,,,,
L04,Low,high,2.5,low,2.5,low,,,,,,,,,,
L04,Low,high,2.5,low,2.5,low,,,,,,,,,,
L04,Low,high,2.5,low,2.5,none,,,,,,,,,,
L04,Low,high,2.5,low,2.5,none,,,,,,,,,,
L04,Low,high,2.5,low,2.5,medium,,,,,,,,,,
L04,Low,high,2.5,low,2.5,none,,,,,,,,,,
L04,Low,high,2.5,low,2.5,none,,,,,,,,,,
L04,Low,high,2.5,low,2.5,none,,,,,,,,,,
L04,Low,high,7.5,medium,7.5,none,,,,,,,,,,
L04,Low,high,,no entry,,no entry,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,low,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,,no entry,,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,low,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,low,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,high,0,none,0,none,,,,,,,,,,
L04,Low,low,12.5,high,12.5,none,,,,,,,,,,
L04,Low,low,2.5,low,2.5,none,,,,,,,,,,
L04,Low,low,2.5,low,2.5,none,,,,,,,,,,
L04,Low,low,2.5,low,2.5,none,,,,,,,,,,
L04,Low,low,2.5,low,2.5,none,,,,,,,,,,
L04,Low,low,2.5,low,2.5,none,,,,,,,,,,
L04,Low,low,2.5,low,2.5,none,,,,,,,,,,
L04,Low,low,,no entry,,no entry,,,,,,,,,,
L04,Low,low,,no entry,,low,,,,,,,,,,
L04,Low,low,,no entry,,low,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,low,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,low,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,low,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,low,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
