Site Name,Human Use,Tree ID,DBH (cm),Date,Time,Temp C,Humidity,In Center,Count Height,Egg Count,Caterpillar Count,Notes,Entered by
H07,High,trembling aspen,18.2,06-Jun,11:25,22,44%,Yes,medium,high,low,,
H07,High,trembling aspen,7.6,06-Jun,11:25,22,44%,Yes,medium,none,none,,
H07,High,trembling aspen,4.5,06-Jun,11:25,22,44%,Yes,medium,low,none,,
H07,High,trembling aspen,4,06-Jun,11:25,22,44%,No,high,low,low,,
H07,High,trembling aspen,5.1,06-Jun,11:25,22,44%,No,high,low,none,,
H07,High,trembling aspen,8.4,06-Jun,11:25,22,44%,No,high,low,low,,
H07,High,trembling aspen,5.1,06-Jun,11:25,22,44%,No,high,none,none,,
H07,High,trembling aspen,15.3,06-Jun,11:25,22,44%,No,high,high,low,,
H07,High,trembling aspen,4.6,06-Jun,11:25,22,44%,No,high,low,high,,
H07,High,dead,2.8,06-Jun,11:25,22,44%,No,high,none,none,,
H07,High,trembling aspen,14,06-Jun,11:25,22,44%,No,high,high,low,,
H07,High,trembling aspen,2,06-Jun,11:25,22,44%,No,high,none,low,,
H07,High,trembling aspen,6.9,06-Jun,11:25,22,44%,No,high,low,low,,
H07,High,trembling aspen,5,06-Jun,11:25,22,44%,No,high,low,low,,
H07,High,trembling aspen,3.9,06-Jun,11:25,22,44%,No,high,medium,medium,,
H07,High,trembling aspen,14.5,06-Jun,11:25,22,44%,No,high,high,none,,
H07,High,trembling aspen,13.2,06-Jun,11:25,22,44%,No,high,medium,low,,
H07,High,trembling aspen,6.8,06-Jun,11:25,22,44%,No,high,low,none,,
H07,High,dead,4.1,06-Jun,11:25,22,44%,No,high,none,none,,
H07,High,trembling aspen,8,06-Jun,11:25,22,44%,No,high,medium,low,,
H07,High,trembling aspen,2.4,06-Jun,11:25,22,44%,No,high,none,low,,
H07,High,trembling aspen,5.8,06-Jun,11:25,22,44%,No,high,none,none,,
H07,High,trembling aspen,4.1,06-Jun,11:25,22,44%,No,high,none,low,,
H07,High,trembling aspen,no entry ,06-Jun,11:25,22,44%,No,high,low,low,,
H07,High,trembling aspen,2,06-Jun,11:25,22,44%,No,high,none,low,,
H07,High,trembling aspen,1.8,06-Jun,11:25,22,44%,No,high,none,low,,
H07,High,no entry,4.4,06-Jun,11:25,22,44%,No,high,none,none,,
H07,High,trembling aspen,3.1,06-Jun,11:25,22,44%,No,high,low,medium,,
H07,High,dead,1.3,06-Jun,11:25,22,44%,No,high,none,none,,
H07,High,trembling aspen,5.7,06-Jun,11:25,22,44%,No,high,none,none,,
H07,High,trembling aspen,4.2,06-Jun,11:25,22,44%,No,high,none,none,,
H07,High,trembling aspen,3.8,06-Jun,11:25,22,44%,No,high,none,medium,,
H07,High,trembling aspen,2.7,06-Jun,11:25,22,44%,No,high,none,high,,
H07,High,trembling aspen,2.4,06-Jun,11:25,22,44%,No,high,none,high,,
H07,High,trembling aspen,2,06-Jun,11:25,22,44%,No,high,none,medium,,
H07,High,trembling aspen,1.2,06-Jun,11:25,22,44%,No,high,none,none,,
H07,High,trembling aspen,2.4,06-Jun,11:25,22,44%,No,high,none,medium,,
H07,High,trembling aspen,3.1,06-Jun,11:25,22,44%,No,high,none,low,,
H07,High,trembling aspen,5,06-Jun,11:25,22,44%,No,high,low,low,,
H07,High,trembling aspen,4,06-Jun,11:25,22,44%,No,low,low,none,,
H07,High,trembling aspen,5.1,06-Jun,11:25,22,44%,No,low,medium,none,,
H07,High,trembling aspen,8.4,06-Jun,11:25,22,44%,No,low,low,none,,
H07,High,trembling aspen,5.1,06-Jun,11:25,22,44%,No,low,medium,none,,
H07,High,trembling aspen,15.3,06-Jun,11:25,22,44%,No,low,high,none,,
H07,High,trembling aspen,4.6,06-Jun,11:25,22,44%,No,low,medium,none,,
H07,High,dead,2.8,06-Jun,11:25,22,44%,No,low,none,none,,
H07,High,trembling aspen,14,06-Jun,11:25,22,44%,No,low,high,none,,
H07,High,trembling aspen,2,06-Jun,11:25,22,44%,No,low,low,none,,
H07,High,trembling aspen,6.9,06-Jun,11:25,22,44%,No,low,high,none,,
H07,High,trembling aspen,5,06-Jun,11:25,22,44%,No,low,medium,none,,
H07,High,trembling aspen,3.9,06-Jun,11:25,22,44%,No,low,low,none,,
H07,High,trembling aspen,14.5,06-Jun,11:25,22,44%,No,low,high,none,,
H07,High,trembling aspen,13.2,06-Jun,11:25,22,44%,No,low,high,none,,
H07,High,trembling aspen,6.8,06-Jun,11:25,22,44%,No,low,high,none,,
H07,High,dead,4.1,06-Jun,11:25,22,44%,No,low,high,none,,
H07,High,trembling aspen,8,06-Jun,11:25,22,44%,No,low,high,none,,
H07,High,trembling aspen,2.4,06-Jun,11:25,22,44%,No,low,low,none,,
H07,High,trembling aspen,5.8,06-Jun,11:25,22,44%,No,low,none,none,,
H07,High,trembling aspen,4.1,06-Jun,11:25,22,44%,No,low,low,none,,
H07,High,trembling aspen,no entry ,06-Jun,11:25,22,44%,No,low,low,none,,
H07,High,trembling aspen,2,06-Jun,11:25,22,44%,No,low,low,low,,
H07,High,trembling aspen,1.8,06-Jun,11:25,22,44%,No,low,none,none,,
H07,High,no entry,4.4,06-Jun,11:25,22,44%,No,low,low,none,,
H07,High,trembling aspen,3.1,06-Jun,11:25,22,44%,No,low,low,low,,
H07,High,dead,1.3,06-Jun,11:25,22,44%,No,low,low,none,,
H07,High,trembling aspen,5.7,06-Jun,11:25,22,44%,No,low,",",none,,
H07,High,trembling aspen,4.2,06-Jun,11:25,22,44%,No,low,none,none,,
H07,High,trembling aspen,3.8,06-Jun,11:25,22,44%,No,low,medium,low,,
H07,High,trembling aspen,2.7,06-Jun,11:25,22,44%,No,low,none,none,,
H07,High,trembling aspen,2.4,06-Jun,11:25,22,44%,No,low,none,none,,
H07,High,trembling aspen,2,06-Jun,11:25,22,44%,No,low,none,medium,,
H07,High,trembling aspen,1.2,06-Jun,11:25,22,44%,No,low,none,none,,
H07,High,trembling aspen,2.4,06-Jun,11:25,22,44%,No,low,none,none,,
H07,High,trembling aspen,3.1,06-Jun,11:25,22,44%,No,low,none,none,,
H07,High,trembling aspen,5,06-Jun,11:25,22,44%,No,low,high,none,,
H07,High,trembling aspen,4,06-Jun,11:25,22,44%,No,medium,none,low,,
H07,High,trembling aspen,5.1,06-Jun,11:25,22,44%,No,medium,low,none,,
H07,High,trembling aspen,8.4,06-Jun,11:25,22,44%,No,medium,low,low,,
H07,High,trembling aspen,5.1,06-Jun,11:25,22,44%,No,medium,low,none,,
H07,High,trembling aspen,15.3,06-Jun,11:25,22,44%,No,medium,low,none,,
H07,High,trembling aspen,4.6,06-Jun,11:25,22,44%,No,medium,low,none,,
H07,High,dead,2.8,06-Jun,11:25,22,44%,No,medium,low,none,,
H07,High,trembling aspen,14,06-Jun,11:25,22,44%,No,medium,low,low,,
H07,High,trembling aspen,2,06-Jun,11:25,22,44%,No,medium,none,none,,
H07,High,trembling aspen,6.9,06-Jun,11:25,22,44%,No,medium,low,none,,
H07,High,trembling aspen,5,06-Jun,11:25,22,44%,No,medium,low,low,,
H07,High,trembling aspen,3.9,06-Jun,11:25,22,44%,No,medium,none,low,,
H07,High,trembling aspen,14.5,06-Jun,11:25,22,44%,No,medium,high,low,,
H07,High,trembling aspen,13.2,06-Jun,11:25,22,44%,No,medium,medium,none,,
H07,High,trembling aspen,6.8,06-Jun,11:25,22,44%,No,medium,low,low,,
H07,High,dead,4.1,06-Jun,11:25,22,44%,No,medium,none,none,,
H07,High,trembling aspen,8,06-Jun,11:25,22,44%,No,medium,none,low,,
H07,High,trembling aspen,2.4,06-Jun,11:25,22,44%,No,medium,none,medium,,
H07,High,trembling aspen,5.8,06-Jun,11:25,22,44%,No,medium,none,low,,
H07,High,trembling aspen,4.1,06-Jun,11:25,22,44%,No,medium,low,medium,,
H07,High,trembling aspen,no entry ,06-Jun,11:25,22,44%,No,medium,low,low,,
H07,High,trembling aspen,2,06-Jun,11:25,22,44%,No,medium,none,high,,
H07,High,trembling aspen,1.8,06-Jun,11:25,22,44%,No,medium,none,high,,
H07,High,no entry,4.4,06-Jun,11:25,22,44%,No,medium,low,low,,
H07,High,trembling aspen,3.1,06-Jun,11:25,22,44%,No,medium,low,high,,
H07,High,dead,1.3,06-Jun,11:25,22,44%,No,medium,none,none,,
H07,High,trembling aspen,5.7,06-Jun,11:25,22,44%,No,medium,low,none,,
H07,High,trembling aspen,4.2,06-Jun,11:25,22,44%,No,medium,low,none,,
H07,High,trembling aspen,3.8,06-Jun,11:25,22,44%,No,medium,low,low,,
H07,High,trembling aspen,2.7,06-Jun,11:25,22,44%,No,medium,low,high,,
H07,High,trembling aspen,2.4,06-Jun,11:25,22,44%,No,medium,none,high,,
H07,High,trembling aspen,2,06-Jun,11:25,22,44%,No,medium,none,high,,
H07,High,trembling aspen,1.2,06-Jun,11:25,22,44%,No,medium,none,high,,
H07,High,trembling aspen,2.4,06-Jun,11:25,22,44%,No,medium,none,high,,
H07,High,trembling aspen,3.1,06-Jun,11:25,22,44%,No,medium,none,none,,
H07,High,trembling aspen,5,06-Jun,11:25,22,44%,No,medium,none,low,,
H08,High,Ostrya virginiana,12.1,06-Jun,12:10,22,44%,Yes,high,medium,low,,
H08,High,sugar maple,9.1,06-Jun,12:10,22,44%,Yes,high,none,high,,
H08,High,Ostrya virginiana,12.1,06-Jun,12:10,22,44%,Yes,low,low,none,,
H08,High,sugar maple,9.1,06-Jun,12:10,22,44%,Yes,low,low,none,,
H08,High,Ostrya virginiana,12.1,06-Jun,12:10,22,44%,Yes,medium,low,none,,
H08,High,sugar maple,9.1,06-Jun,12:10,22,44%,Yes,medium,low,none,,
H08,High,Ostrya virginiana,13.6,06-Jun,12:10,22,44%,No,high,none,none,multiple trunks,
H08,High,Ostrya virginiana,18.2,06-Jun,12:10,22,44%,No,high,none,none,multiple trunks,
H08,High,Ostrya virginiana,8.8,06-Jun,12:10,22,44%,No,high,low,none,,
H08,High,Ostrya virginiana,14.3,06-Jun,12:10,22,44%,No,high,none,none,,
H08,High,dead,15,06-Jun,12:10,22,44%,No,high,none,none,,
H08,High,Ostrya virginiana,10.5,06-Jun,12:20,22,44%,No,high,none,none,,
H08,High,red oak,30.8,06-Jun,12:20,22,44%,No,high,high,low,,
H08,High,red oak,34.2,06-Jun,12:20,22,44%,No,high,high,none,,
H08,High,Ostrya virginiana,12.5,06-Jun,12:20,22,44%,No,high,none,none,,
H08,High,Ostrya virginiana,13.6,06-Jun,12:10,22,44%,No,low,low,low,multiple trunks,
H08,High,Ostrya virginiana,18.2,06-Jun,12:10,22,44%,No,low,low,low,multiple trunks,
H08,High,Ostrya virginiana,8.8,06-Jun,12:10,22,44%,No,low,low,none,,
H08,High,Ostrya virginiana,14.3,06-Jun,12:10,22,44%,No,low,low,none,,
H08,High,dead,15,06-Jun,12:10,22,44%,No,low,low,none,,
H08,High,Ostrya virginiana,10.5,06-Jun,12:20,22,44%,No,low,none,none,,
H08,High,red oak,30.8,06-Jun,12:20,22,44%,No,low,high,none,,
H08,High,red oak,34.2,06-Jun,12:20,22,44%,No,low,low,none,,
H08,High,Ostrya virginiana,12.5,06-Jun,12:20,22,44%,No,low,none,none,,
H08,High,Ostrya virginiana,13.6,06-Jun,12:10,22,44%,No,medium,low,low,multiple trunks,
H08,High,Ostrya virginiana,18.2,06-Jun,12:10,22,44%,No,medium,none,none,multiple trunks,
H08,High,Ostrya virginiana,8.8,06-Jun,12:10,22,44%,No,medium,none,none,,
H08,High,Ostrya virginiana,14.3,06-Jun,12:10,22,44%,No,medium,none,none,,
H08,High,dead,15,06-Jun,12:10,22,44%,No,medium,low,none,,
H08,High,Ostrya virginiana,10.5,06-Jun,12:20,22,44%,No,medium,none,none,,
H08,High,red oak,30.8,06-Jun,12:20,22,44%,No,medium,high,low,,
H08,High,red oak,34.2,06-Jun,12:20,22,44%,No,medium,high,low,,
H08,High,Ostrya virginiana,12.5,06-Jun,12:20,22,44%,No,medium,none,none,,
H09,High,dead,7.9,02-Jun,9:48,16,70%,Yes,high,none,none,,
H09,High,dead,7.9,02-Jun,9:48,16,70%,Yes,low,none,none,,
H09,High,dead,7.9,02-Jun,9:48,16,70%,Yes,medium,none,none,,
H09,High,red oak,71.6,02-Jun,9:50,16,70%,No,high,high,none,multiple trunks,
H09,High,dead,10.5,02-Jun,9:50,16,70%,No,high,none,none,,
H09,High,sugar maple,27.2,02-Jun,9:50,16,70%,No,high,medium,none,,
H09,High,sugar maple,30,02-Jun,9:48,16,70%,No,high,medium,none,,
H09,High,sugar maple,21.8,02-Jun,9:48,16,70%,No,high,medium,none,,
H09,High,sugar maple,12.8,02-Jun,9:50,16,70%,No,high,none,none,,
H09,High,sugar maple,12.6,02-Jun,9:50,16,70%,No,high,medium,none,,
H09,High,red oak,37.5,02-Jun,9:50,16,70%,No,high,high,none,multiple trunks,
H09,High,red oak,38.2,02-Jun,9:50,16,70%,No,high,high,none,multiple trunks,
H09,High,red oak,71.6,02-Jun,9:50,16,70%,No,low,low,none,multiple trunks,
H09,High,dead,10.5,02-Jun,9:50,16,70%,No,low,low,none,,
H09,High,sugar maple,27.2,02-Jun,9:50,16,70%,No,low,low,none,,
H09,High,sugar maple,30,02-Jun,9:48,16,70%,No,low,low,none,,
H09,High,sugar maple,21.8,02-Jun,9:48,16,70%,No,low,none,none,,
H09,High,sugar maple,12.8,02-Jun,9:50,16,70%,No,low,low,low,,
H09,High,sugar maple,12.6,02-Jun,9:50,16,70%,No,low,none,none,,
H09,High,red oak,37.5,02-Jun,9:50,16,70%,No,low,medium,none,multiple trunks,
H09,High,red oak,38.2,02-Jun,9:50,16,70%,No,low,high,none,multiple trunks,
H09,High,red oak,71.6,02-Jun,9:50,16,70%,No,medium,medium,none,multiple trunks,
H09,High,dead,10.5,02-Jun,9:50,16,70%,No,medium,low,none,,
H09,High,sugar maple,27.2,02-Jun,9:50,16,70%,No,medium,low,none,,
H09,High,sugar maple,30,02-Jun,9:48,16,70%,No,medium,low,none,,
H09,High,sugar maple,21.8,02-Jun,9:48,16,70%,No,medium,low,none,,
H09,High,sugar maple,12.8,02-Jun,9:50,16,70%,No,medium,low,none,,
H09,High,sugar maple,12.6,02-Jun,9:50,16,70%,No,medium,none,none,,
H09,High,red oak,37.5,02-Jun,9:50,16,70%,No,medium,low,none,multiple trunks,
H09,High,red oak,38.2,02-Jun,9:50,16,70%,No,medium,low,none,multiple trunks,
L01,Low,dead,1.4,31-May,10:00,14,72%,No,high,none,none,,
L01,Low,white pine,18.1,31-May,10:00,14,72%,No,high,medium,none,,
L01,Low,ash,1,31-May,10:00,14,72%,No,high,none,none,,
L01,Low,dead,1.5,31-May,10:00,14,72%,No,high,none,none,,
L01,Low,dead,1.2,31-May,10:00,14,72%,No,high,none,none,,
L01,Low,willow,2.2,31-May,10:00,14,72%,No,high,none,none,,
L01,Low,white spruce,2.9,31-May,10:00,14,72%,No,high,none,none,,
L01,Low,willow,1.5,31-May,10:00,14,72%,No,high,none,medium,,
L01,Low,willow,3.9,31-May,10:00,14,72%,No,high,none,low,,
L01,Low,willow,3.1,31-May,10:00,14,72%,No,high,none,low,,
L01,Low,white pine,8.7,31-May,10:00,14,72%,No,high,none,none,,
L01,Low,willow,5.9,31-May,10:00,14,72%,No,high,none,low,,
L01,Low,willow,29.8,31-May,10:00,14,72%,No,high,none,medium,,
L01,Low,dead,3.9,31-May,10:00,14,72%,No,high,none,none,,
L01,Low,dead,1.4,31-May,10:00,14,72%,No,low,none,none,,
L01,Low,white pine,18.1,31-May,10:00,14,72%,No,low,low,none,,
L01,Low,ash,1,31-May,10:00,14,72%,No,low,none,none,,
L01,Low,dead,1.5,31-May,10:00,14,72%,No,low,none,none,,
L01,Low,dead,1.2,31-May,10:00,14,72%,No,low,none,none,,
L01,Low,willow,2.2,31-May,10:00,14,72%,No,low,none,none,,
L01,Low,white spruce,2.9,31-May,10:00,14,72%,No,low,none,none,,
L01,Low,willow,1.5,31-May,10:00,14,72%,No,low,none,none,,
L01,Low,willow,3.9,31-May,10:00,14,72%,No,low,none,high,,
L01,Low,willow,3.1,31-May,10:00,14,72%,No,low,none,high,,
L01,Low,white pine,8.7,31-May,10:00,14,72%,No,low,none,none,,
L01,Low,willow,5.9,31-May,10:00,14,72%,No,low,none,medium,,
L01,Low,willow,29.8,31-May,10:00,14,72%,No,low,none,high,,
L01,Low,dead,3.9,31-May,10:00,14,72%,No,low,none,none,,
L01,Low,dead,1.4,31-May,10:00,14,72%,No,medium,none,none,,
L01,Low,white pine,18.1,31-May,10:00,14,72%,No,medium,low,none,,
L01,Low,ash,1,31-May,10:00,14,72%,No,medium,none,none,,
L01,Low,dead,1.5,31-May,10:00,14,72%,No,medium,none,none,,
L01,Low,dead,1.2,31-May,10:00,14,72%,No,medium,none,none,,
L01,Low,willow,2.2,31-May,10:00,14,72%,No,medium,none,none,,
L01,Low,white spruce,2.9,31-May,10:00,14,72%,No,medium,none,none,,
L01,Low,willow,1.5,31-May,10:00,14,72%,No,medium,none,none,,
L01,Low,willow,3.9,31-May,10:00,14,72%,No,medium,none,low,,
L01,Low,willow,3.1,31-May,10:00,14,72%,No,medium,none,low,,
L01,Low,white pine,8.7,31-May,10:00,14,72%,No,medium,none,none ,,
L01,Low,willow,5.9,31-May,10:00,14,72%,No,medium,none,medium,,
L01,Low,willow,29.8,31-May,10:00,14,72%,No,medium,none,high,,
L01,Low,dead,3.9,31-May,10:00,14,72%,No,medium,none,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,high,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,high,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,high,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,high,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,high,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,high,no entry,low,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,high,no entry,none,,
L01,Low,white pine,no entry,15-Jun,10:45,21,64%,No,high,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,high,no entry,none,,
L01,Low,white spruce,no entry,15-Jun,10:45,21,64%,No,high,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,low,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,low,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,low,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,low,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,low,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,low,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,low,no entry,low,,
L01,Low,white pine,no entry,15-Jun,10:45,21,64%,No,low,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,low,no entry,low,,
L01,Low,white spruce,no entry,15-Jun,10:45,21,64%,No,low,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,medium,no entry,low,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,medium,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,medium,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,medium,no entry,low,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,medium,no entry,low,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,medium,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,medium,no entry,none,,
L01,Low,white pine,no entry,15-Jun,10:45,21,64%,No,medium,no entry,none,,
L01,Low,willow,no entry,15-Jun,10:45,21,64%,No,medium,no entry,low,,
L01,Low,white spruce,no entry,15-Jun,10:45,21,64%,No,medium,no entry,none,,
L010,Low,american beech,28.3,13-Jun,11:15,21,54%,Yes,high,low,none,,
L010,Low,american beech,8.2,13-Jun,11:15,21,54%,Yes,high,low,none,,
L010,Low,american beech,3,13-Jun,11:15,21,54%,Yes,high,none,none,,
L010,Low,american beech,28.3,13-Jun,11:15,21,54%,Yes,low,none,none,,
L010,Low,american beech,8.2,13-Jun,11:15,21,54%,Yes,low,low,none,,
L010,Low,american beech,3,13-Jun,11:15,21,54%,Yes,low,none,none,,
L010,Low,american beech,28.3,13-Jun,11:15,21,54%,Yes,medium,none,none,,
L010,Low,american beech,8.2,13-Jun,11:15,21,54%,Yes,medium,none,none,,
L010,Low,american beech,3,13-Jun,11:15,21,54%,Yes,medium,none,none,,
L010,Low,sugar maple,2.1,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,sugar maple,2.1,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,dead,34,13-Jun,11:15,21,54%,No,high,none,none,"large tree with no top, snapped below 2m",
L010,Low,dead,1.4,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,american beech,23.4,13-Jun,11:15,21,54%,No,high,none,low,,
L010,Low,dead,1,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,dead,1.2,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,sugar maple,1.4,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,sugar maple,30.9,13-Jun,11:15,21,54%,No,high,medium,none,,
L010,Low,american beech,1.8,13-Jun,11:15,21,54%,No,high,none,low,,
L010,Low,american beech,10.2,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,sugar maple,4,13-Jun,11:15,21,54%,No,high,low,none,,
L010,Low,sugar maple,45,13-Jun,11:15,21,54%,No,high,medium,none,,
L010,Low,sugar maple,1.9,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,american beech,2.2,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,american beech,2.9,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,american beech,2.7,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,dead,1.9,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,sugar maple,31.2,13-Jun,11:15,21,54%,No,high,high,none,,
L010,Low,dead,6.2,13-Jun,11:15,21,54%,No,high,none,none,,
L010,Low,sugar maple,4.1,13-Jun,11:15,21,54%,No,high,none,low,,
L010,Low,sugar maple,2.1,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,sugar maple,2.1,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,dead,34,13-Jun,11:15,21,54%,No,low,none,none,"large tree with no top, snapped below 2m",
L010,Low,dead,1.4,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,american beech,23.4,13-Jun,11:15,21,54%,No,low,none,low,,
L010,Low,dead,1,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,dead,1.2,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,sugar maple,1.4,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,sugar maple,30.9,13-Jun,11:15,21,54%,No,low,high,none,,
L010,Low,american beech,1.8,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,american beech,10.2,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,sugar maple,4,13-Jun,11:15,21,54%,No,low,low,none,,
L010,Low,sugar maple,45,13-Jun,11:15,21,54%,No,low,low,none,,
L010,Low,sugar maple,1.9,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,american beech,2.2,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,american beech,2.9,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,american beech,2.7,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,dead,1.9,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,sugar maple,31.2,13-Jun,11:15,21,54%,No,low,low,none,,
L010,Low,dead,6.2,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,sugar maple,4.1,13-Jun,11:15,21,54%,No,low,none,none,,
L010,Low,sugar maple,2.1,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,sugar maple,2.1,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,dead,34,13-Jun,11:15,21,54%,No,medium,none,low,"large tree with no top, snapped below 2m",
L010,Low,dead,1.4,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,american beech,23.4,13-Jun,11:15,21,54%,No,medium,none,low,,
L010,Low,dead,1,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,dead,1.2,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,sugar maple,1.4,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,sugar maple,30.9,13-Jun,11:15,21,54%,No,medium,low,none,,
L010,Low,american beech,1.8,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,american beech,10.2,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,sugar maple,4,13-Jun,11:15,21,54%,No,medium,none,low,,
L010,Low,sugar maple,45,13-Jun,11:15,21,54%,No,medium,low,low,,
L010,Low,sugar maple,1.9,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,american beech,2.2,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,american beech,2.9,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,american beech,2.7,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,dead,1.9,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,sugar maple,31.2,13-Jun,11:15,21,54%,No,medium,low,none,,
L010,Low,dead,6.2,13-Jun,11:15,21,54%,No,medium,none,none,,
L010,Low,sugar maple,4.1,13-Jun,11:15,21,54%,No,medium,low,none,,
L011,Low,sugar maple,31.6,13-Jun,10:40,21,54%,Yes,high,low,none,,
L011,Low,american beech,3.6,13-Jun,10:40,21,54%,Yes,high,none,low,,
L011,Low,american beech,1.4,13-Jun,10:40,21,54%,Yes,high,none,none,,
L011,Low,sugar maple,31.6,13-Jun,10:40,21,54%,Yes,low,none,none,,
L011,Low,american beech,3.6,13-Jun,10:40,21,54%,Yes,low,none,none,,
L011,Low,american beech,1.4,13-Jun,10:40,21,54%,Yes,low,none,none,,
L011,Low,sugar maple,31.6,13-Jun,10:40,21,54%,Yes,medium,none,none,,
L011,Low,american beech,3.6,13-Jun,10:40,21,54%,Yes,medium,none,none,,
L011,Low,american beech,1.4,13-Jun,10:40,21,54%,Yes,medium,none,none,,
L011,Low,american beech,5.3,13-Jun,10:40,21,54%,No,high,none,medium,,
L011,Low,dead,1.5,13-Jun,10:40,21,54%,No,high,none,none,,
L011,Low,sugar maple,52.6,13-Jun,10:40,21,54%,No,high,low,none,,
L011,Low,american beech,3.7,13-Jun,10:40,21,54%,No,high,none,low,,
L011,Low,american beech,3,13-Jun,10:40,21,54%,No,high,none,low,,
L011,Low,dead,2.1,13-Jun,10:40,21,54%,No,high,none,none,,
L011,Low,american beech,2.6,13-Jun,10:40,21,54%,No,high,none,none,,
L011,Low,american beech,2.5,13-Jun,10:40,21,54%,No,high,none,none,,
L011,Low,american beech,2.7,13-Jun,10:40,21,54%,No,high,none,low,,
L011,Low,sugar maple,11.1,13-Jun,10:40,21,54%,No,high,none,low,,
L011,Low,american beech,38.9,13-Jun,10:40,21,54%,No,high,low,low,,
L011,Low,american beech,4.3,13-Jun,10:40,21,54%,No,high,none,none,,
L011,Low,sugar maple,8.7,13-Jun,10:40,21,54%,No,high,none,none,,
L011,Low,dead,2.3,13-Jun,10:40,21,54%,No,high,none,none,,
L011,Low,dead,2.7,13-Jun,10:40,21,54%,No,high,none,none,,
L011,Low,american beech,2.6,13-Jun,10:40,21,54%,No,high,none,low,,
L011,Low,american beech,5.3,13-Jun,10:40,21,54%,No,low,none,none,,
